DC Number,Offense Date,Offense,Sentence Date,County,Case No.,Prison Sentence Length
D51268,04/26/2013,"BURGLARY,ARMED W/EXP. OR WEAPO",12/18/2019,VOLUSIA,1312943,SENTENCED TO LIFE
D51268,04/26/2013,ROBB. GUN OR DEADLY WPN,12/18/2019,VOLUSIA,1312943,SENTENCED TO LIFE
D51268,04/26/2013,KIDNAP;COMM.OR FAC.FELONY,12/18/2019,VOLUSIA,1312943,SENTENCED TO LIFE
U13479,10/28/2000,CARJACK W/O FA/DEAD WEAP,11/21/2013,LAKE,0002130,20Y 0M 0D
U13479,10/18/2010,KIDNAP;HOLD RANSOM OR HOST.,02/28/2014,LAKE,1100105,SENTENCED TO LIFE
U13479,10/18/2010,ROBB. NO GUN/DDLY.WPN,02/28/2014,LAKE,1100105,15Y 0M 0D
U13479,10/18/2010,1ST DG MUR/PREMED. OR ATT.,02/28/2014,LAKE,1100105,
148538,04/02/2010,1ST DG MUR/PREMED. OR ATT.,05/16/2014,SAINT JOHNS,1000763,DEATH SENTENCE
148538,04/02/2010,KIDNAP;COMM.OR FAC.FELONY,05/16/2014,SAINT JOHNS,1000763,SENTENCED TO LIFE
T36280,05/31/2010,1ST DG MUR/PREMED. OR ATT.,03/22/2013,HILLSBOROUGH,1100896,SENTENCED TO LIFE
T36280,05/31/2010,ROBB. GUN OR DEADLY WPN(ATTEMPTED),03/22/2013,HILLSBOROUGH,1100896,25Y 0M 0D
T36280,06/29/2010,1ST DG MUR/PREMED. OR ATT.,05/30/2014,HILLSBOROUGH,1010203,DEATH SENTENCE
T36280,06/29/2010,1ST DG MUR/PREMED. OR ATT.,05/30/2014,HILLSBOROUGH,1010203,DEATH SENTENCE
T36280,06/29/2010,ESCAPE,05/30/2014,HILLSBOROUGH,1010203,15Y 0M 0D
T36280,05/18/2010,1ST DG MUR/PREMED. OR ATT.,12/04/2015,HILLSBOROUGH,1010373,DEATH SENTENCE
V24323,04/06/2011,1ST DG MUR/PREMED. OR ATT.,08/21/2014,ORANGE,1311364,SENTENCED TO LIFE
V24323,06/28/2015,1ST DG MUR/PREMED. OR ATT.,09/12/2018,JACKSON,1600451,DEATH SENTENCE
L97205,04/05/2010,1ST DG MUR/PREMED. OR ATT.,11/07/2014,BROWARD,1006496,DEATH SENTENCE
L97205,04/05/2010,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),11/07/2014,BROWARD,1006496,30Y 0M 0D
L97205,04/05/2010,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),11/07/2014,BROWARD,1006496,30Y 0M 0D
L97205,04/05/2010,KIDNAP;COMM.OR FAC.FELONY,11/07/2014,BROWARD,1006496,SENTENCED TO LIFE
L97205,04/05/2010,KIDNAP;COMM.OR FAC.FELONY,11/07/2014,BROWARD,1006496,SENTENCED TO LIFE
L97205,04/05/2010,"BURGLARY,ARMED W/EXP. OR WEAPO",11/07/2014,BROWARD,1006496,SENTENCED TO LIFE
L97205,04/05/2010,ROBB. GUN OR DEADLY WPN,11/07/2014,BROWARD,1006496,SENTENCED TO LIFE
L97205,04/05/2010,ARSON WILLFUL DAMA.DWELLING,11/07/2014,BROWARD,1006496,30Y 0M 0D
R56925,05/10/2008,1ST DG MUR/PREMED. OR ATT.,05/29/2015,HILLSBOROUGH,0809312,DEATH SENTENCE
R56925,05/10/2008,1ST DG MUR/PREMED. OR ATT.,05/29/2015,HILLSBOROUGH,0809312,DEATH SENTENCE
R56925,05/10/2008,1ST DG MUR/PREMED. OR ATT.,05/29/2015,HILLSBOROUGH,0809312,DEATH SENTENCE
R56925,05/10/2008,ABUSE OF HUMAN CORPSE,05/29/2015,HILLSBOROUGH,0809312,15Y 0M 0D
R56925,05/10/2008,ABUSE OF HUMAN CORPSE,05/29/2015,HILLSBOROUGH,0809312,15Y 0M 0D
R56925,05/10/2008,ABUSE OF HUMAN CORPSE,05/29/2015,HILLSBOROUGH,0809312,15Y 0M 0D
R56925,05/10/2008,TORTURES ANIMAL W/INTENT INFLI,05/29/2015,HILLSBOROUGH,0809312,5Y 0M 0D
182201,01/24/2005,1ST DG MUR/PREMED. OR ATT.,05/06/2015,MIAMI-DADE,0512648,
182201,01/24/2005,BURGLARY ASSAULT ANY PERSON,05/06/2015,MIAMI-DADE,0512648,SENTENCED TO LIFE
182201,01/24/2005,ROBB. GUN OR DEADLY WPN,05/06/2015,MIAMI-DADE,0512648,SENTENCED TO LIFE
182201,01/24/2005,ARSON WILLFUL DAMA.DWELLING,05/06/2015,MIAMI-DADE,0512648,30Y 0M 0D
C00181,12/14/2014,AGG BATTERY/W/DEADLY WEAPON,05/29/2015,POLK,1409534,15Y 0M 0D
C00181,12/14/2014,AGG ASSLT-W/WPN NO INTENT TO K,05/29/2015,POLK,1409534,5Y 0M 0D
C00181,12/14/2014,FALS.IMPRSN-NO 787.01 INT,05/29/2015,POLK,1409534,15Y 0M 0D
C00181,12/14/2014,FELONY BATTERY,05/29/2015,POLK,1409534,1Y 0M 1D
C00181,05/16/2018,1ST DG MUR/PREMED. OR ATT.,06/07/2019,COLUMBIA,1800667,DEATH SENTENCE
J53288,05/29/2012,1ST DG MUR/PREMED. OR ATT.,08/14/2015,DUVAL,1206463,
132862,08/05/2008,1ST DG MUR/PREMED. OR ATT.,10/14/2015,DUVAL,0812641,DEATH SENTENCE
W34427,02/28/2013,1ST DG MUR/PREMED. OR ATT.,04/29/2016,SAINT LUCIE,1300608,
W34427,02/28/2013,AGG.ASSLT/LEO/FIREFGT/EMS/ETC.,04/29/2016,SAINT LUCIE,1300608,15Y 0M 0D
W34427,02/28/2013,FEL/DELI W/GUN/CONC WPN/AMMO,04/29/2016,SAINT LUCIE,1300608,15Y 0M 0D
W34427,02/28/2013,WILLFUL FLEE/ELUDE LEO,04/29/2016,SAINT LUCIE,1300608,5Y 0M 0D
140726,02/17/2010,1ST DG MUR/PREMED. OR ATT.,06/03/2016,PINELLAS,1003759,DEATH SENTENCE
140726,02/05/2010,1ST DG MUR/PREMED. OR ATT.,06/03/2016,PINELLAS,1003759,DEATH SENTENCE
Y63399,09/17/2009,1ST DG MUR/PREMED. OR ATT.,10/27/2017,COLLIER,0902298,DEATH SENTENCE
Y63399,09/17/2009,1ST DG MUR/PREMED. OR ATT.,10/27/2017,COLLIER,0902298,DEATH SENTENCE
Y63399,09/17/2009,1ST DG MUR/PREMED. OR ATT.,10/27/2017,COLLIER,0902298,DEATH SENTENCE
Y63399,09/17/2009,1ST DG MUR/PREMED. OR ATT.,10/27/2017,COLLIER,0902298,DEATH SENTENCE
Y63399,09/17/2009,1ST DG MUR/PREMED. OR ATT.,10/27/2017,COLLIER,0902298,DEATH SENTENCE
Y63399,09/17/2009,1ST DG MUR/PREMED. OR ATT.,10/27/2017,COLLIER,0902298,DEATH SENTENCE
D24647,05/31/2011,1ST DG MUR/PREMED. OR ATT.,12/21/2017,SAINT JOHNS,1101604,DEATH SENTENCE
D24647,05/31/2011,"BURGLARY,ARMED W/EXP. OR WEAPO",12/21/2017,SAINT JOHNS,1101604,SENTENCED TO LIFE
T72309,04/16/2013,"1ST DEG MUR,COM.OF FELONY",02/23/2018,POLK,1504903,DEATH SENTENCE
T72309,04/16/2013,ROBB. GUN OR DEADLY WPN,02/23/2018,POLK,1504903,30Y 0M 0D
T72309,04/16/2013,AGG ASSLT-W/WPN NO INTENT TO K,02/23/2018,POLK,1504903,15Y 0M 0D
T72309,04/16/2013,BURGLARY ASSAULT ANY PERSON,02/23/2018,POLK,1504903,30Y 0M 0D
T72309,03/22/2013,"1ST DEG MUR,COM.OF FELONY",02/23/2018,POLK,1505388,SENTENCED TO LIFE
T72309,03/22/2013,ROBB. GUN OR DEADLY WPN,02/23/2018,POLK,1505388,SENTENCED TO LIFE
986205,06/21/2013,1ST DG MUR/PREMED. OR ATT.,05/02/2018,DUVAL,1305781,DEATH SENTENCE
986205,06/21/2013,KIDNAP V<13/L&L FS800.04,05/02/2018,DUVAL,1305781,SENTENCED TO LIFE
986205,06/21/2013,SEX BAT BY ADULT/VCTM LT 12,05/02/2018,DUVAL,1305781,SENTENCED TO LIFE
K05966,12/23/2010,1ST DG MUR/PREMED. OR ATT.,08/28/2018,BROWARD,1105061,DEATH SENTENCE
K05966,12/23/2010,1ST DG MUR/PREMED. OR ATT.,08/28/2018,BROWARD,1105061,DEATH SENTENCE
K05966,12/23/2010,ROBB. GUN OR DEADLY WPN,08/28/2018,BROWARD,1105061,SENTENCED TO LIFE
K05966,12/23/2010,ROBB. GUN OR DEADLY WPN,08/28/2018,BROWARD,1105061,SENTENCED TO LIFE
K05966,12/23/2010,FEL/DELI W/GUN/CONC WPN/AMMO,08/28/2018,BROWARD,1105061,10Y 0M 0D
K05966,12/24/2010,CREDIT CARD FRAUD O/300,08/28/2018,BROWARD,1105061,10Y 0M 0D
K05966,12/23/2010,GRAND THEFT MOTOR VEHICLE,08/28/2018,BROWARD,1105061,30Y 0M 0D
Y80029,08/27/2015,1ST DG MUR/PREMED. OR ATT.,11/30/2018,SAINT JOHNS,1501248,DEATH SENTENCE
Y80029,08/27/2015,1ST DG MUR/PREMED. OR ATT.,11/30/2018,SAINT JOHNS,1501248,DEATH SENTENCE
Y80029,08/27/2015,BURGLARY ASSAULT ANY PERSON,11/30/2018,SAINT JOHNS,1501248,SENTENCED TO LIFE
Y80029,08/27/2015,AGG.STALK-CREDIBLE THREAT,11/30/2018,SAINT JOHNS,1501248,5Y 0M 0D
Y80029,08/27/2015,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),11/30/2018,SAINT JOHNS,1501248,SENTENCED TO LIFE
Y80029,08/27/2015,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),11/30/2018,SAINT JOHNS,1501248,SENTENCED TO LIFE
Y80029,08/27/2015,BURG/DWELL/OCCUP.CONVEY,11/30/2018,SAINT JOHNS,1501248,15Y 0M 0D
M61417,01/06/2016,1ST DG MUR/PREMED. OR ATT.,03/08/2019,POLK,1600284,DEATH SENTENCE
M61417,01/06/2016,1ST DG MUR/PREMED. OR ATT.,03/08/2019,POLK,1600284,DEATH SENTENCE
M61417,01/06/2016,1ST DG MUR/PREMED. OR ATT.,03/08/2019,POLK,1600284,DEATH SENTENCE
M61417,01/06/2016,1ST DG MUR/PREMED. OR ATT.,03/08/2019,POLK,1600284,SENTENCED TO LIFE
M61417,01/06/2016,"BURGLARY,ARMED W/EXP. OR WEAPO",03/08/2019,POLK,1600284,SENTENCED TO04/16/2013,"1ST DEG MUR,COM.OF FELONY",02/23/2018,POLK,1504903,DEATH SENTENCE,T72309
04/16/2013,ROBB. GUN OR DEADLY WPN,02/23/2018,POLK,1504903,30Y 0M 0D,T72309
04/16/2013,AGG ASSLT-W/WPN NO INTENT TO K,02/23/2018,POLK,1504903,15Y 0M 0D,T72309
04/16/2013,BURGLARY ASSAULT ANY PERSON,02/23/2018,POLK,1504903,30Y 0M 0D,T72309
03/22/2013,"1ST DEG MUR,COM.OF FELONY",02/23/2018,POLK,1505388,SENTENCED TO LIFE,T72309
03/22/2013,ROBB. GUN OR DEADLY WPN,02/23/2018,POLK,1505388,SENTENCED TO LIFE,T72309
986205
06/21/2013,1ST DG MUR/PREMED. OR ATT.,05/02/2018,DUVAL,1305781,DEATH SENTENCE,986205
06/21/2013,KIDNAP V<13/L&L FS800.04,05/02/2018,DUVAL,1305781,SENTENCED TO LIFE,986205
06/21/2013,SEX BAT BY ADULT/VCTM LT 12,05/02/2018,DUVAL,1305781,SENTENCED TO LIFE,986205
K05966
12/23/2010,1ST DG MUR/PREMED. OR ATT.,08/28/2018,BROWARD,1105061,DEATH SENTENCE,K05966
12/23/2010,1ST DG MUR/PREMED. OR ATT.,08/28/2018,BROWARD,1105061,DEATH SENTENCE,K05966
12/23/2010,ROBB. GUN OR DEADLY WPN,08/28/2018,BROWARD,1105061,SENTENCED TO LIFE,K05966
12/23/2010,ROBB. GUN OR DEADLY WPN,08/28/2018,BROWARD,1105061,SENTENCED TO LIFE,K05966
12/23/2010,FEL/DELI W/GUN/CONC WPN/AMMO,08/28/2018,BROWARD,1105061,10Y 0M 0D,K05966
12/24/2010,CREDIT CARD FRAUD O/300,08/28/2018,BROWARD,1105061,10Y 0M 0D,K05966
12/23/2010,GRAND THEFT MOTOR VEHICLE,08/28/2018,BROWARD,1105061,30Y 0M 0D,K05966
Y80029
08/27/2015,1ST DG MUR/PREMED. OR ATT.,11/30/2018,SAINT JOHNS,1501248,DEATH SENTENCE,Y80029
08/27/2015,1ST DG MUR/PREMED. OR ATT.,11/30/2018,SAINT JOHNS,1501248,DEATH SENTENCE,Y80029
08/27/2015,BURGLARY ASSAULT ANY PERSON,11/30/2018,SAINT JOHNS,1501248,SENTENCED TO LIFE,Y80029
08/27/2015,AGG.STALK-CREDIBLE THREAT,11/30/2018,SAINT JOHNS,1501248,5Y 0M 0D,Y80029
08/27/2015,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),11/30/2018,SAINT JOHNS,1501248,SENTENCED TO LIFE,Y80029
08/27/2015,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),11/30/2018,SAINT JOHNS,1501248,SENTENCED TO LIFE,Y80029
08/27/2015,BURG/DWELL/OCCUP.CONVEY,11/30/2018,SAINT JOHNS,1501248,15Y 0M 0D,Y80029
M61417
01/06/2016,1ST DG MUR/PREMED. OR ATT.,03/08/2019,POLK,1600284,DEATH SENTENCE,M61417
01/06/2016,1ST DG MUR/PREMED. OR ATT.,03/08/2019,POLK,1600284,DEATH SENTENCE,M61417
01/06/2016,1ST DG MUR/PREMED. OR ATT.,03/08/2019,POLK,1600284,DEATH SENTENCE,M61417
01/06/2016,1ST DG MUR/PREMED. OR ATT.,03/08/2019,POLK,1600284,SENTENCED TO LIFE,M61417
01/06/2016,"BURGLARY,ARMED W/EXP. OR WEAPO",03/08/2019,POLK,1600284,SENTENCED TO LIFE,M61417
01/06/2016,ROBB. GUN OR DEADLY WPN(CONSPIRACY TO COMMIT),03/08/2019,POLK,1600284,SENTENCED TO LIFE,M61417
01/06/2016,1ST DG MUR/PREMED. OR ATT.(CONSPIRACY TO COMMIT),03/08/2019,POLK,1600284,30Y 0M 0D,M61417
01/06/2016,OBSTRUCT CRIME INVESTIGATION,03/08/2019,POLK,1600284,5Y 0M 0D,M61417
01/06/2016,ROBB. GUN OR DEADLY WPN,03/08/2019,POLK,1600284,15Y 0M 0D,M61417
J29399
12/01/2014,1ST DG MUR/PREMED. OR ATT.,09/18/2019,CLAY,1401904,DEATH SENTENCE,J29399
12/01/2014,SEX BAT/ WPN. OR FORCE(ATTEMPTED),09/18/2019,CLAY,1401904,15Y 0M 0D,J29399
12/01/2014,SEX BAT BY ADULT/VCTM LT 12,09/18/2019,CLAY,1401904,SENTENCED TO LIFE,J29399
12/01/2014,SEX BAT BY ADULT/VCTM LT 12,09/18/2019,CLAY,1401904,SENTENCED TO LIFE,J29399
12/01/2014,SEX BAT BY ADULT/VCTM LT 12,09/18/2019,CLAY,1401904,SENTENCED TO LIFE,J29399
12/01/2014,SEX BAT BY ADULT/VCTM LT 12,09/18/2019,CLAY,1401904,SENTENCED TO LIFE,J29399
12/01/2014,L/L MOLEST V<12 OFF 18+,09/18/2019,CLAY,1401904,SENTENCED TO LIFE,J29399
12/01/2014,KIDNAP;COMM.OR FAC.FELONY,09/18/2019,CLAY,1401904,SENTENCED TO LIFE,J29399
12/01/2014,GRAND THEFT MOTOR VEHICLE,09/18/2019,CLAY,1401904,5Y 0M 0D,J29399
J80689
05/03/2015,1ST DG MUR/PREMED. OR ATT.,01/03/2020,LEE,1500673,DEATH SENTENCE,J80689
05/03/2015,1ST DG MUR/PREMED. OR ATT.(CONSPIRACY TO COMMIT),01/03/2020,LEE,1500673,30Y 0M 0D,J80689
H07698
01/15/2015,FEL/DELI W/GUN/CONC WPN/AMMO,09/27/2019,POLK,1500476,15Y 0M 0D,H07698
01/15/2015,1ST DG MUR/PREMED. OR ATT.,02/07/2020,POLK,1500476,DEATH SENTENCE,H07698
01/15/2015,1ST DG MUR/PREMED. OR ATT.,02/07/2020,POLK,1500476,DEATH SENTENCE,H07698
01/15/2015,BURGLARY ASSAULT ANY PERSON,02/07/2020,POLK,1500476,SENTENCED TO LIFE,H07698
01/15/2015,ROBB. GUN OR DEADLY WPN(CONSPIRACY TO COMMIT),02/07/2020,POLK,1500476,15Y 0M 0D,H07698
01/15/2015,ROBB. GUN OR DEADLY WPN,02/07/2020,POLK,1500476,SENTENCED TO LIFE,H07698
01/15/2015,"GRAND THEFT,300 L/5,000",02/07/2020,POLK,1500476,5Y 0M 0D,H07698
01/15/2015,AGG.FLEE/ELUDE LEO,02/07/2020,POLK,1500476,15Y 0M 0D,H07698
01/15/2015,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),02/07/2020,POLK,1500476,SENTENCED TO LIFE,H07698
01/15/2015,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),02/07/2020,POLK,1500476,SENTENCED TO LIFE,H07698
01/15/2015,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),02/07/2020,POLK,1500476,SENTENCED TO LIFE,H07698
01/15/2015,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),02/07/2020,POLK,1500476,SENTENCED TO LIFE,H07698
01/15/2015,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),02/07/2020,POLK,1500476,SENTENCED TO LIFE,H07698
01/15/2015,GRAND THEFT MOTOR VEHICLE,02/07/2020,POLK,1500476,5Y 0M 0D,H07698
09/13/2014,2+ SIMPLE BATTERY,02/12/2016,POLK,1407127,4Y 0M 0D,H07698
09/13/2014,DOMESTIC BATT STRANGLE,02/12/2016,POLK,1407127,4Y 0M 0D,H07698
T85161
02/24/2014,POSSESS MDMA,09/11/2020,HILLSBOROUGH,1402744,5Y 0M 0D,T85161
05/17/2014,POSS.MARIJUANA OVR 20 GRAMS,09/11/2020,HILLSBOROUGH,1407234,5Y 0M 0D,T85161
05/16/2014,1ST DG MUR/PREMED. OR ATT.,09/11/2020,HILLSBOROUGH,1411992,DEATH SENTENCE,T85161
05/16/2014,SEX BAT BY ADULT/VCTM LT 12,09/11/2020,HILLSBOROUGH,1411992,SENTENCED TO LIFE,T85161
05/16/2014,AGGRAVATED CHILD ABUSE,09/11/2020,HILLSBOROUGH,1411992,30Y 0M 0D,T85161
W49706
08/15/2013,BATT ON CHILD-BODY FLUIDS,02/26/2020,PALM BEACH,1400781,5Y 0M 0D,W49706
12/28/2017,1ST DG MUR/PREMED. OR ATT.,11/19/2020,PALM BEACH,1712413,DEATH SENTENCE,W49706
12/28/2017,1ST DG MUR/PREMED. OR ATT.,11/19/2020,PALM BEACH,1712413,DEATH SENTENCE,W49706
12/28/2017,874.04 FEL/DELI W/GUN/WPN/AMMO,11/19/2020,PALM BEACH,1712413,15Y 0M 0D,W49706
D46851
04/11/2013,1ST DG MUR/PREMED. OR ATT.,07/02/2021,PINELLAS,1306490,DEATH SENTENCE,D46851
04/11/2013,1ST DG MUR/PREMED. OR ATT.,07/02/2021,PINELLAS,1306490,DEATH SENTENCE,D46851
